,id,name,space,host_name,host_since,host_acceptance_rate,host_identity_verified,street,zipcode,latitude,longitude,review_scores_rating,room_type,accommodates,price
506,14757919,Bear's Den in Historic Montford,"Sip a cup of tea on the deck while watching the cardinals fly from tree to tree. Snuggle up on the couch with your honey & watch a movie. Have one of Asheville's many amazing local beers on the screened-in porch. Cook a savory dinner in the well-appointed kitchen. Plan tomorrow's trip to the Biltmore House in your brand new Tempur-Pedic bed. No matter what you're doing, you can be confident you're doing it in a well-cared-for, clean, energetically positive space.",Ashley,2014-03-18,100%,t,"Asheville, NC, United States",28801.0,35.59793,-82.5669,99.0,Entire home/apt,2,$130.00
507,14805266,"""Hops,"" Skip and a Jump to Downtown and River Arts","As someone who enjoys using Airbnb when I travel, I have tried to select nicer things for my guests to enjoy (towels, bedding, furniture, etc). Guests have used words like ""cozy,"" ""quiet,"" ""refreshing"" and ""relaxing"" to describe their experiences in the apartment.",Katie,2016-03-28,100%,t,"Asheville, NC, United States",28801.0,35.58983,-82.56461999999999,100.0,Entire home/apt,3,$165.00
508,14816025,Asheville Tiny House,"This tiny house is tucked away in my quiet suburban backyard, outside Asheville city limits, but still close to everything!  Minutes away from the Blue Ridge Parkway and access to the French Broad river.  Mountain biking trails start a little over a mile away.  And only a 20 minute drive into downtown Asheville. The backyard is a shared space.  Feel free to join us by the fire pit, if you are so inclined.  Bring a hammock to hang from the giant oak tree, posts near the tree let you hang up to 3 hammocks at the same time! This tiny house is a BRAND NEW custom build by a company that specializes in tiny homes.  This tiny home is 8 feet wide by 20 feet long.  The bathroom is walled off and closes with a barn door.  The rest of the tiny house is open.  A top-of-the-line, remote controlled Mini-split unit can quickly heat up or cool down the tiny house.  Don't be afraid to cook in the small space.  The fully equipped mini-kitchen has dishes, a microwave, mini-fridge and single burner, induc",Katie,2016-03-02,93%,t,"Asheville, NC, United States",28806.0,35.50812,-82.61224,98.0,Entire home/apt,3,$90.00
509,14824135,Bent Creek Retreat,"Our guest room is a small, quiet, clean space with a double (full) bed and a desk and closet. The adjoining bathroom is tiled and comes ready with fluffy white towels, soap, and shampoo. You can have the room as cool or warm as you like--we will set the thermostat to your preference.  (The rest of the house has a separate system.) Coffee, cream, and sugar are provided for your convenience. There is no television, but the wifi is strong and should allow you to stream shows and movies on your own device.",Nate,2016-08-30,,t,"Asheville, NC, United States",28806.0,35.50347,-82.60639,97.0,Private room,2,$48.00
510,14832058,Penley Spa and Retreat w/Zen Garden,"At our farm cottage, once home to Penley Produce, you feel like time can stand still.  This Great Depression Era farm house has been re-purposed to bring together lush green pastures, wide angle mountain views, and peaceful good living.  The Penley family has owned this small farm and surrounding homes for many generations.   We are close to everything Asheville has to offer—Biltmore House, hiking, biking, shopping, tubing, running, the arts....the list is endless.  Eclectic and funky West Asheville is just down the road offering a great collection of eateries, galleries and shops.  Downtown Asheville is just minutes beyond that with a dazzling array of shops, restaurants, galleries and arts events, all infused with that unique Asheville laid back vibe.  Just around the corner is the River Arts District where you can spend a day exploring one of the most active and accessible communities of working artists in the Southeast. If you get tired gallery hopping, you will find many great opt",Michael,2016-08-31,100%,f,"Candler, NC, United States",28715.0,35.56475,-82.68028000000001,99.0,Entire home/apt,8,$195.00
511,14857013,Retro Vintage-West Asheville Urban Abode,"Urban Abode is decorated in what I like to call ""Retro Vintage Modern."" There are lots of DVDs,magazines, books and games ( please note that the TV is for DVDs only.)for you to enjoy.Please note that Urban Abode is a private/separate entrance lower level apartment with limited Natural light-That said what I lack in natural light I make up for with an EXCELLENT LOCATION and a very well appointed eclectically decorated space :)",Elisa,2016-09-01,99%,t,"Asheville, NC, United States",28806.0,35.57646,-82.59235,99.0,Entire home/apt,3,$106.00
512,14899945,Swensen Home,"The bedroom has a lovely mountain view, queen size bed, desk, and small love seat that opens to a futon style single bed suitable for a child.   It is adjacent to the guest bathroom.",Becky,2015-05-08,100%,t,"Asheville, NC, United States",28803.0,35.53991,-82.46876999999999,100.0,Private room,2,$95.00
513,14900960,"Cabin, Wood FirePlace, Hot Tub, Pool, Pet Friendly",Our Cabin is nestled in the mountains of Western North Carolina where the 4 seasons gives a spectacular vacation.  We have Deer visits daily and sometimes the Black bear may show up to spice things up. So pamper yourself and book a stay with us and enjoy a relaxing visit.,David & Carolyn,2016-06-14,100%,f,"Candler, NC, United States",28715.0,35.515640000000005,-82.64901,98.0,Entire home/apt,6,$220.00
514,14934441,Nanny's Place in the Great Smoky Mountains,"-CLUTTER FREE - Spacious 3 bedroom, 2 bathroom home (in residential neighborhood) with living, dining, kitchen and outdoor areas. -Calm spaces (remember that novel you never have the time to start?......this is a great place to read it) -Private deck for quiet, meditative yoga, sipping wine and making s'mores around the firepit.   -BBQ & picnic area - Coleman propane grill available for use, $10 additional (charge covers propane and grill clean up). -Alfresco breakfast area -Corn Hole toss game -Outdoor massage area (inquire about available massage times) -Parking for up to 4 vehicles -NO PARTIES, NO DRUGS, NO SMOKING of any kind (includes vaping) **NO WASHER/DRYER available**",Roslyn,2014-09-04,100%,f,"Asheville, NC, United States",28803.0,35.55325,-82.51205,97.0,Entire home/apt,10,$130.00
515,14941161,City Serenity,"This shared space building (a duplex), but no inside door that connects this space with the upstairs, it is above ground, not a basement. Entrance porch with seating, patio table. Eclectic  throughout. Feels like a rustic mountain cabin. Natural gas heat, but NO central air. For summertime comfort, there are window A/C in kitchen and both bedroom, fans for the bedrooms and windows can be opened. Because it is on the terrace level it stays cooler in the summer and warmer in winter. Strict no smoking or pets.",Marianne,2015-11-06,94%,t,"Asheville, NC, United States",28801.0,35.60776,-82.55041,97.0,Entire home/apt,4,$75.00
516,14963589,Cozy Cottage in the Woods Near Biltmore,"This rustic barn-red guesthouse has been beautifully restored last year, and is in a detached house directly behind our residence. Our property is convenient to the Biltmore Estate (it used to be part of the Biltmore property), as well as downtown Asheville, and is set back in the woods. It is a 300 sq foot bedroom/living room plus a large bathroom and  features gorgeous heartwood floors, whitewashed pine walls, a fireplace (non-functioning, but with original ‘Biltmore’ stamps and heated electric insert), and antique furniture.   The newly built bathroom has a 1933 teal clawfoot tub, antique vanity with a vessel sink, heated tile floors, and a drying rack for your dishes and utensils. The house is decorated with art from local artists, and we are sure you will enjoy drinking your morning coffee on the front porch. There is a kitchenette with a small refrigerator/freezer, microwave, tea kettle, pour over coffee maker, as well as kitchen basics such as cutlery, cutting board, can opener,",Annie,2015-10-21,100%,f,"Asheville, NC, United States",28803.0,35.54537,-82.50979,99.0,Entire home/apt,2,$80.00
517,14976451,"Sweet 5 Points Bungalow, Just a Walk to Downtown","There are about 10 beautiful stone stairs up to the front porch, and the guest bedrooms are up one flight of wide stairs.  Lovely old refinished pine floors throughout, and stone tile in the kitchen - the ambiance is comfortable, a bit Asian/European, and relaxing.  Lovely art is everywhere - ask us if you're interested in knowing more about it!  The new queen-size beds are firm, covered with european duvets, and have a variety of pillow types for your comfort.  The recently renovated guest bathroom has a clawfoot tub, with shower.  Plenty of cozy towels, towel bars to hang them up, and hanging space in the closets for your use - feel like home, enjoy your stay! We sometimes--but not frequently--foster baby animals (a kitten or puppy) for a local shelter, and keep them mostly in the MBR suite and kitchen areas, on the first floor.  If you have serious pet allergies, please check with us, before booking.",Charles & Cheryl,2012-09-25,81%,t,"Asheville, NC, United States",28801.0,35.605290000000004,-82.55704,99.0,Private room,3,$85.00
518,15009504,Modern Apartment | Walk to Downtown | Asian Decor,"Newly constructed ground level apartment in brand new storybook Tudor just  blocks from downtown Asheville. Your home away from home will be the entire ground floor apartment complete with private entrance, kitchenette, 2 bedrooms and a bathroom. We do live upstairs on the first and second floor, and while the ceiling above you is soundproofed we find there is still some footstep noise at times, so if you wake from any little sound this place may not be ideal. One bedroom has a king and the other a queen. The kitchen has Brazilian Maple butcher block counter tops, a 2 burner hotplate (NO OVEN), full fridge and freezer, full double sink, microwave, toaster, coffee maker, coffee press, tea, coffee, sugar, milk, cereal, dishes, utensils, and pots. Everything you need to make a small breakfast or keep and reheat your leftovers as a midnight snack. The space is decorated with art and accent pieces we have brought back from our travels in South Asia.",Wendy,2016-09-11,100%,f,"Asheville, NC, United States",28801.0,35.60203,-82.55476,98.0,Entire home/apt,4,$149.00
519,15009920,Renovated In-town 2 bedroom home- 1 month minimum,This historic bungalow has been fully renovated and beautifully furnished.  The yard and gardens provide a private oasis in the midst of a bustling neighborhood.,Heather,2016-06-09,100%,f,"Asheville, NC, United States",28801.0,35.605779999999996,-82.55695,100.0,Entire home/apt,4,$85.00
520,15016101,Amazing Views of Downtown and Mountains,"One California King and one full bed.   Full is in main living area.   Big sectional couch,  a game table, and full kitchen with a dining table.   The back yard is fenced and has a disc golf basket in the center.   Our chickens live in the backyard.  The patio is covered and has seating and a propane grill, and those great views of downtown.  Full bath with large shower, (no tub).  There is also a indoor fireplace with electric fireplace with heat, and remote.   Thermostat controlled heat & central a/c      Disc golf, shuffleboard table, ping pong, and fooseball.    There are no steps at all. There is a small step up into the shower about 4 inches",Steve,2015-01-11,100%,t,"Asheville, NC, United States",28804.0,35.645720000000004,-82.58659,99.0,Entire home/apt,4,$150.00
521,15055380,Walkable West Asheville Apartment Monthly Rental,"Built in 1915, the house has a lot of charm and character. The apartment is on the top floor, above a local designer's studio, and feels like it's perched up above Haywood Rd.  The retro kitchen's windows are full of light and have a beautiful mountain view.  With two spacious bedrooms, a futon in the living room, and a remodeled bathroom, this is a comfortable and convenient base for your Asheville adventures. There is dedicated off-street parking for your use.",Jeremy,2016-09-14,100%,f,"Asheville, NC, United States",28806.0,35.579159999999995,-82.59718000000001,94.0,Entire home/apt,6,$45.00
522,15091721,DOWNTOWN! Seconds from it all!,"- Comfortably sleeps two people. - Tons of natural light and functioning Windows. Beautiful view out of the bedroom window. - Amazing water pressure in the shower. - Cozy decor, comfy and clean full size bed, flat screen tv and DVD player. - Awesome neighboring residents. - Steps away from nightlife spots such as The Orangepeel, Wicked Weed Brewery, Bens Tune Up, Jack of The Wood, Tupelo Honey, etc. - Short drive to multiple hiking spots, hot springs, trendy W.  Asheville, etc.",Jonathan,2015-10-07,100%,t,"Asheville, NC, United States",28801.0,35.59409,-82.55799,92.0,Entire home/apt,2,$105.00
523,15091813,1899 Carriage House Suite in a Victorian Part of Asheville,"We invite you to enjoy the newly built, private Suite Magnolia furnished with:  •Walk-in shower with rain shower head •Queen size Sleep Number bed •Queen size sleeper sofa •WiFi •Smart TV  •Cable •Blu-ray player •Dining/work table •Iron •Hair dryer •Mini-split AC/Heating system that you control •Linens & towels •Kitchenette complete with: -Microwave -Induction counter top burner (upon request) -Toaster -Mini fridge/freezer,   -Electric coffee maker & teakettle, French press, coffee & tea -Sink   -Dishware The Experience: This modern-meets-vintage, natural light filled, suite with vaulted ceilings, invites total relaxation. The Smart TV is connected to cable for your entertainment needs and we have a bookshelf full of vintage books if a screen-free vacation is more your speed. Suite Magnolia is ideal for pretty much everyone; couples, singles, small families, business folk and the like. We will not tolerate haters (racists, homophobes, etc.), however.",Anna & Molly,2016-09-17,100%,f,"Asheville, NC, United States",28801.0,35.60219,-82.56044,100.0,Entire home/apt,2,$120.00
524,15101605,Rustic Ecohome with lots of Nature around it,"The most unique thing about this place seems to be the host. He has lived in the area for 11 years and see himself as knowledegabe about the, local government, well connected to the intentional community,  the edible landscaping / permaculture community and  the LOHAS / cultural creative community. For fun I go caving, to primitive skills gatherings, attend circus arts jams, I do contact improv and theatre improv, attend dances of universal peace, go hiking and wild food foraging, kayaking on the mountain rivers. I would love to have a guest who wants to go urban exploring with me tell me before you arrive so we can plan and schedule.  Be sure to bring your helmet, caving light, and other gear.",Ken,2015-03-16,,t,"Asheville, NC, United States",28806.0,35.58602,-82.61331,,Private room,2,$43.00
525,15124397,Modern Mountain Getaway,"Our Modern Mountain Getaway is located in the heart of Asheville. Surrounded by woods and nestled between hills, our quiet street is the best of city living. Near enough, but far enough, to enjoy the city and the mountains. The apartment is below our home and has a private rear patio entrance. There is a mini fridge, microwave and coffee maker. We have provided glasses, dishes and silverware for your convenience. We've stocked it with snack bars, tea bags and coffee pods. It's a cozy space ready to refresh you for a busy day of hiking or exploring downtown's dining scene, breweries and buskers. Too much fun!",Angela,2014-05-15,100%,f,"Asheville, NC, United States",28803.0,35.5748,-82.53457,100.0,Entire home/apt,2,$90.00
526,15158878,A Step Back in Time - 1901 Estate Guest Cottage,"Our Guest Cottage is cleaned and disinfected to high standards and is located in the quiet backyard of our home. There are no stairs but there are stone steps that incline and lead up to the cottage.  Our home sits on 2.5 acres and was built in 1901. The Cottage is 100+ years old and we believe the family's caretaker lived in it. Enjoy your coffee or tea on the front porch of our cottage. This is a quiet place to spend quality time with loved ones, catch up on sleep or work, watch Netflix, etc. Our Cottage has been updated with modern day conveniences like the kitchenette, bathroom, solar windows, and closet space.  It is WELL-EQUIPPED with a small kitchenette, (no oven) but all necessary kitchen items including dishes, silverware, microwave, coffee maker, and hot plate. We provide free Wifi, parking for up to 3 guest cars, complimentary coffee, tea, Pop Secret Popcorn, a Brita Water Filter Pitcher.  We noticed that most of our guests go out for breakfast, but we do offer Quaker Oatmea",Jamie And Jim,2016-09-21,100%,f,"Asheville, NC, United States",28803.0,35.48594,-82.51476,98.0,Entire home/apt,3,$131.00
527,15174633,"Downtown Inn Asheville, NC #1 King",,Narendra,2016-09-22,100%,f,"Asheville, NC, United States",28801.0,35.593090000000004,-82.557,87.0,Private room,2,$150.00
528,15192947,Historic West Asheville Personal Retreat and Spa,"Not just a room in our home, but private access to our whole first floor. Hardwood floors, kitchen area, dining room, screened in porch, leading to the hot tub. Private bedroom suite has a kingsize bed, desk, and seating area with a lovely view to our spacious backyard. Private full bath with steam shower and dry sauna. We provide cotton terrycloth robes, coffee/tea, cream and sugar.",Cheri,2014-09-06,100%,t,"Asheville, NC, United States",28806.0,35.581540000000004,-82.57757,98.0,Entire home/apt,2,$199.00
529,15194828,Shenandoah Room,Our home is spacious and filled with works by local artists and things we have collected during our own travels. The bathroom is right outside your room and is shared by one other Airbnb room in the house. There's a mini-fridge in your room for you to use. We keep our place clean and our dog is not allowed in your room.  But you shouldn't book with us if you are uncomfortable around dogs or if you are allergic to them...  Riddick will be excited to meet you when you first arrive and then calm down after a few minutes.,Liza,2016-05-18,98%,f,"Asheville, NC, United States",28805.0,35.58913,-82.47041999999999,97.0,Private room,3,$60.00
530,15229458,Farmhouse King - MNT Sunsets - HOT TUB -,"Private spacious bedroom with farmhouse king bed. Non-smokers only!  4 person hot tub and lounge chairs to sun in! If this feature is important to you, please check to make sure the hot tub is available if booking last minute as we often do dumps and refills which take several days.  Enjoy a mountain thunderstorm on the charming covered front porch with adirondack chairs and fantastic view of the picturesque neighborhood with rolling hills and mountains.  On a sunny day lounge on the private back deck while surrounded by the beautiful views of the Asheville Mountains as your backdrop. Watch fantastic lightning shows in the distance as thunderstorms roll over the distant mountains. Main Level: Enjoy the convenience of a half bath on the main level as well. Your welcome to prepare something simple for breakfast but we recommend going out and enjoying one of Ashevilles amazing breakfast spots.  Great for travelers who intend to be out exploring most of the day. Not suitable for those who ",Kelsey,2013-10-12,92%,t,"Asheville, NC, United States",28806.0,35.637809999999995,-82.65143,96.0,Private room,2,$89.00
531,15230720,A Room in a 1910 House near downtown,"We have one bedroom (queen and single beds) with a private bath for up to 3 people. There's a mini refrigerator, mini oven toaster, microwave and a breakfast station with tea, coffee, granola bars, instant oatmeal and grits, and half & half. A Nespresso machine is available on the hall. Frida the dog stays on the first floor and the cats are outdoor cats with their own heated house. We have our bedrooms upstairs as well.",Charlotte,2016-09-26,100%,f,"Asheville, NC, United States",28801.0,35.60651,-82.55889,99.0,Private room,3,$58.00
532,15231248,D&D's Dog-friendly West Asheville AirBnb,"The space is extremely large (about 1000sq ft), bright, and colorful. There is a patio to relax on with a private fenced backyard that is ideal for dogs.  We value the feedback from all of our guests and are always improving what we can, so please let us know if there are ways we can improve our space.",Dellene,2014-05-19,97%,t,"Asheville, NC, United States",28806.0,35.572790000000005,-82.59791,98.0,Entire home/apt,4,$89.00
533,15248786,ZenMtn Treehouse (Main Floor)NO cleaning fee!,"Peaceful space in the trees, guests love the privacy yet convenience to downtown, Chimney Rock, Lake Lure, the Parkway.... This en-suite has queen bed, connected private full bath. It is on the same level as kitchen & family room (Shared spaces).  Traveling with others?  See other listing Zen Mountain Treehouse I (Lower Suite) to book 2 rooms at the same time if you like. The lower level may or may not have guests booked during your stay.",Rebecca,2016-05-30,100%,f,"Asheville, NC, United States",28803.0,35.555890000000005,-82.47648000000001,99.0,Private room,2,$85.00
534,15268297,Mountain View Rm. @ The Asheville Bed & Beverage,,Seay & Lisa,2015-08-31,100%,f,"Asheville, NC, United States",28801.0,35.58547,-82.54916,96.0,Private room,2,$67.00
535,15271420,Little Cabin in the Woods,"The cabin is 12x20 feet but feels pretty spacious.  The kitchen is well equipped but there is no regular oven.  There is a convection countertop oven, a microwave, and a hotplate. Everything feels quite comfortable.  The one caveat is that if you have knee problems, be aware that the steps are pretty steep to the loft and you can not fully stand up in the loft.  Things are compact but there is a full shower.  You sense you are way out in the country, but the cabin is only about 1/3 of a mile from the major thoroughfare, Hwy 25, which goes to Asheville and Hendersonville.",Lynda,2012-12-26,100%,t,"Arden, NC, United States",28704.0,35.44891,-82.51191999999999,96.0,Entire home/apt,2,$74.00
536,15289199,Cabin-Wood Fireplace-Hot Tub-Pool,,Carolyn,2016-09-03,97%,t,"Candler, NC, United States",28715.0,35.513490000000004,-82.64801,100.0,Entire home/apt,6,$190.00
537,15321136,Shenandoah RV (tiny house?),"Staying in our RV is like staying in a tiny home.  Everything you'd expect to have in a full sized house is here in a tiny space.  If you are thinking about living small or getting your own RV, staying in our RV will give you chance to find out what it's like.   The RV is connected to electricity, water, and sewer.  The kitchen includes a refrigerator,  3 burner stove top, oven, microwave, and sink.  The RV uses propane for heat, hot water, and cooking.  You can take a hot shower and cook a meal just like you would at home.  There's an air conditioner and high performance roof vents.  The RV offers much more privacy than you would get with a private room in someone's home.  The RV has a 24"" TV/DVD player connected to an awesome sound system.  We receive about 12 channels of local broadcast TV.  Or you can plug in your own device via the HDMI cable and play your stored content or stream content over the high speed WiFi connection. We provide coffee and tea with a tea kettle, French pres",Liza,2016-05-18,98%,f,"Asheville, NC, United States",28805.0,35.589259999999996,-82.47613,97.0,Entire home/apt,4,$75.00
538,15327549,Artful Bungalow Walkable to Downtown,"Neat, comfortable, clean and quiet room. Has A/C and wi-fi access.",Colleen,2016-05-07,,t,"Asheville, NC, United States",28801.0,35.59726,-82.56379,100.0,Private room,2,$84.00
539,15343687,@home off Haywood,"The dining area has a rustic, reclaimed wood kitchenette with keurig coffee maker, sink, toaster oven, microwave, and mini-fridge. The bathroom has a walk in shower with a river rock floor, and a custom vanity crafted with local sycamore. Large comfortable living room and dining space with a large table. While there is a Television, there is no cable; the television has wifi-connectivity as well as an hdmi port.",Mike,2015-03-18,100%,f,"Asheville, NC, United States",28806.0,35.58141,-82.58484,99.0,Entire home/apt,2,$50.00
540,15345095,"Historic Montford's Landmark Keyhole House, Suite One","Perfect for a weekend or several weeks, this peaceful, spacious, light-filled suite is one of two private, fully appointed guest suites in the upstairs of our newly remodeled Historic Montford home, the landmark Keyhole House. The Keyhole House appeals to AirBnB travelers who are eager for a unique, ""locals""  experience of Asheville, are inclined to linger, perhaps on the porch or in the hammock, or who may come here to write.  Enjoy a fully stocked kitchenette (including organic, fair-trade coffee and teas, organic and gluten-free continental breakfast options and snacks), plus washer and dryer, and of course, an array of organic toiletries, as well as organic, fair-trade cotton bed linens and towels. Plus, enjoy private, off-street parking (compact cars preferred due to compact turning area). And new this Summer 2018, enjoy our  ""fire-garden"": a work-in-progress, edible garden with screened fire-pit and relaxing Adirondack chairs––splendid at dusk beneath the open sky where Western v",Renée,2016-01-04,100%,t,"Asheville, NC, United States",28801.0,35.605059999999995,-82.56418000000001,100.0,Entire home/apt,2,$149.00
541,15351409,Quiet Haven Tiny House-Hottub-Pets- Asheville Mtns,"Our Tiny Home has one queen size bed and four bunks and a sleeper/couch for sleeping accommodations.  It has a gas cook stove, oven, microwave and semi big refrigerator.  It has two TV's with Netflix.  WIFI is available.  Large deck with grill and hot tub.",Carolyn,2016-09-03,97%,t,"Candler, NC, United States",28715.0,35.51357,-82.64931999999999,96.0,Entire home/apt,8,$99.00
542,15354741,"Mountain Views, Flowing Waters, Family Retreat","Come relax at our mountain home retreat!   Enjoy our beautiful view of the mountains and visit with the wild turkeys.  Our “Mountain Rose” is nestled in a quiet country-like setting, yet close to all that Asheville and surrounding areas have to offer as mentioned above.   When you’re ready to take a break from your activities, cook a meal in our fully equipped kitchen.  There is an electric oven with 4 burner cooktop, microwave, coffee maker, toaster, blender, dishwasher, refridgerator with freezer and all the necessary pots/pans and utensils to cook a meal from scratch.  Or you can relax by the small koi pond with waterfall in the backyard.   Enjoy the mountain view on one of our chaise lounges inside or from one of the decks.  If it starts to get chilly, sit by the fire in the living room or master bedroom.   When you are ready to turn in for the night enjoy one of our lovely bedrooms, one with a king bed, the other with a queen.  If you have kids older than 12 with you they of cours",Karen,2016-10-04,80%,t,"Asheville, NC, United States",28805.0,35.63325,-82.46839,100.0,Entire home/apt,7,$125.00
543,15355010,"5 Points Bungalow, Garden View/Walk to Downtown","There are about 10 beautiful stone stairs up to the front porch, and the guest bedrooms are up one flight of wide stairs.  Lovely old refinished pine floors throughout, and stone tile in the kitchen - the ambiance is comfortable, a bit Asian/European, and relaxing.  Lovely art is everywhere - ask us if you're interested in knowing more about it!  The queen-size beds are firm, covered with european duvets, and have a variety of pillow types for your comfort.  The recently renovated guest bathroom has a old clawfoot tub, with shower.  Plenty of cozy towels, towel bars to hang them up, and hanging space in the closets for your use - feel like home, enjoy your stay! The kitchen is well-equipped, and we'd ask that you let us know if you're planning on doing any cooking - no meats/poultry, please.  We sometimes (but not often) foster baby animals (a kitten or puppy) for a local shelter - they mostly stay in the MBR area, but we want to make sure no serious allergies in guests because the fos",Charles & Cheryl,2012-09-25,81%,t,"Asheville, NC, United States",28801.0,35.60478,-82.55606,99.0,Private room,2,$80.00
544,15359380,"5 Points Bungalow, Your Home in Asheville",,Charles & Cheryl,2012-09-25,81%,t,"Asheville, NC, United States",28801.0,35.60388,-82.55726999999999,,Entire home/apt,6,$150.00
545,15359431,Serenity Escape,"The space is beautifully decorated, light and spacious. Equipped with fridge, microwave, convection oven, hot plate, Keurig coffee pot, toaster, and of course, sheets and towels, shampoo, soap, hairdryer. Also iron and ironing board. Maps and trails listings. Uber pick readily available. About $15 to downtown. You will find Continental breakfast supplies to start your mornings.",ReneeASHV,2016-10-04,,f,"Asheville, NC, United States",28805.0,35.63199,-82.49231999999999,98.0,Entire home/apt,3,$100.00
546,15371871,*Clean Quiet Light Filled Cottage*,"This cottage is your own totally separate detached stand alone 400 square foot charming cozy house with total privacy and its own private driveway.  It is  nestled  off of a side street with lots of greenery, flowers, song birds and fresh mountain air within the City of Asheville.   We are taking extra care to disinfect your space  following AIRBNB recommended cleaning protocols using non toxic EPA registered disinfectants.   We maintain a 24-waiting period after a guest checks out before entering to clean a listing.  The cottage has easy access to I-240 and the Blue Ridge parkway.  The space has been refurbished which includes a completely remodeled bathroom.   It has its own dedicated Charter high speed Internet Wifi line, a Samsung Smart TV that has Netflix and streaming capabilities.  The cottage has a kitchenette with a Cuisinart CB-60 Cast-Iron Double Burner, Stainless Steel.  Heating and Air Conditioning is provided by a Mitsubishi MiniSplit.  The cottage has  5 sliding glass wi",Joy,2016-03-14,100%,f,"Asheville, NC, United States",28805.0,35.59711,-82.51228,99.0,Entire home/apt,2,$73.00
547,15422307,Cozy & Convenient- Walk to Sunny Point Cafe,"Your space is a private apartment is in the garden level of a charming and quirky 1920s home in a quiet residential neighborhood in West Asheville, walking distance to shops, restaurants, and nightlife. At around 380 square feet, the apartment is spacious enough for a couple of people on vacation, including a 150 square foot bedroom, a 193 square foot open concept living room and kitchenette, and a 38 square foot bathroom.    LIVING AREA - Your private apartment has its own entrance around the back of our home. The apartment includes an open concept living area with a seating area and kitchenette. The seating area has a smart TV with a Roku to you can easily view a variety of television channels or log in to your personal Netflix or other streaming TV accounts.     Free Wi-Fi is included.     The back of the couch folds back into a possible supplemental sleeping area that is six feet long from armrest to armrest. This is suitable for a child or one small adult. The couch is firm, and w",Kelly & Michael,2016-10-08,100%,f,"Asheville, NC, United States",28806.0,35.57438,-82.58634,99.0,Entire home/apt,3,$72.00
548,15431178,Pet friendly craftsman in the heart of Asheville,"Located on a quiet residential street in the heart of Asheville this is the perfect location to enjoy everything the beautiful and charming our city  has to offer.  Only 1 mile to the upscale shops and restaurants of Biltmore Village, or hop in your car and get to downtown's world class restaurants and shopping in just a few minutes. Less than 10 mns to the scenic Blue Ridge Parkway and the Folk Art Center, recreation on the French Broad River, and the amazing galleries of the River Art District, countless hiking and mountain biking trails of Pisgah National Forest, less than 15 mns to Black Mountain , my favorite spot outside Asheville with its traditional small town lay out , fantastic galleries and the trails of Montreat. This Energy efficient home was built in 2015 . The Craftsman design has an open floor plan with 2 bedrooms and 2 full bathrooms  set apart for privacy and a TV room opening onto the main living room and is outfitted with new furnishings, appliances, kitchen essenti",Brigitte,2016-05-16,96%,f,"Asheville, NC, United States",28803.0,35.56687,-82.52221999999999,99.0,Entire home/apt,4,$110.00
549,15437202,Cozy and Quiet on Hemphill,Our little house on the hill is nestled perfectly between Asheville and Fairview. A sweet feature of being in the last house on the Hemphill is privacy. Walk to the woods and drive to the city!,Anne,2016-10-09,100%,t,"Asheville, NC, United States",28803.0,35.56497,-82.48429,99.0,Private room,2,$50.00
550,15444450,City Sanctuary,There are 2 seperate rooms with a shared bathroom and a shared breakfast area in one of the rooms.,Maureen,2014-05-23,93%,f,"Asheville, NC, United States",28801.0,35.60239,-82.54174,97.0,Entire home/apt,4,$120.00
551,15462269,Brand New Log Cabin...close to downtown Asheville!,"Named after our beloved furry friend, ""The Little Dog"" is a smoke free Cabin  and great place to base all your Asheville adventures from. Downtown, the Biltmore, the Blue Ridge Pky. are all just a short drive away. We are also just 5 minutes from both The VA hospital and Warren Wilson College. A 24 hour Ingles supermarket is also nearby. Direct TV and Internet are provided.",Paul,2015-04-29,96%,t,"Asheville, NC, United States",28805.0,35.65293,-82.47423,100.0,Entire home/apt,4,$243.00
552,15475292,Bright East Asheville Studio Apt.,"Our apartment is a perfect little getaway for singles, couples and small families. We are a family living above with young children and do our best to keep our noise down, especially in the morning.   Guests have a private entrance and off-street parking for up to two vehicles.  Our home is on the Asheville Municipal golf course, which makes this a great walking neighborhood.  Our location is close to downtown Asheville and the Blue Ridge Parkway. Being on the east side of town gives you easy access to visit beautiful Black Mountain, as well. We are about a mile or so from Highland Brewing and less than 5 miles from the Biltmore Estate.",Hilary And Jon,2016-08-12,100%,t,"Asheville, NC, United States",28805.0,35.5836,-82.50191,99.0,Entire home/apt,2,$90.00
553,15476300,Comfortable Home near to WNC Ag Center,"Newly refurnished 3 bedrooms/2 full bathroom.  Half acre of greenery.  Backyard surrounded by pine trees creating a living green wall. Back deck with grill.  Screened in front porch. Living area  with gas log fireplace, TV, WIFI and DVD player.",Beatriz,2015-11-19,100%,f,"Fletcher, NC, United States",28732.0,35.42843,-82.52954,94.0,Entire home/apt,8,$145.00
